Hidden State,Observed State,Lane,Suddeness,TimeStamp,Passenger Load,Average Speed,Driver Behavior,Reason for lane change,Remarks
Vehicle,Go,1st Lane,,13:55:50,Moderate (34 - 80 %),36,,,
Stoplight,Stop,1st Lane,,13:57:09,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:57:34,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,2nd Lane,,13:58:40,Moderate (34 - 80 %),,,Jeepney in Lane 1 loading,
Vehicle,1 Lane Right,1st Lane,,13:58:54,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,13:59:07,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:59:22,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,13:59:40,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,13:59:45,Moderate (34 - 80 %),,,,
Stoplight,Go,1st Lane,,13:59:57,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,14:00:08,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,14:00:18,Low (0 - 33 %),,,,
Stoplight,Stop,1st Lane,,14:01:13,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,14:01:37,Low (0 - 33 %),,,2 lanes into 3 lanes,
Vehicle,1 Lane Right,1st Lane,,14:02:12,Low (0 - 33 %),,,,
Passenger,Unload,1st Lane,,14:03:24,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,14:03:35,Low (0 - 33 %),,,,
Passenger,Unload,1st Lane,,14:04:40,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,14:04:44,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,14:06:00,Low (0 - 33 %),,,end of line,In Quiapo
Vehicle,Stop,1st Lane,,16:48,Low (0 - 33 %),,,,jeep in front making a u-turn
Vehicle,Go,1st Lane,,16:50,Low (0 - 33 %),,,,jeep starts roundtrip
Passenger,Wait,1st Lane,,16:51,Low (0 - 33 %),,,,jeep no passengers
Passenger,Load,1st Lane,,16:52,Low (0 - 33 %),,,,jeep 2 passengers
Vehicle,Go,1st Lane,,16:52:20,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:52:30,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:52:55,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:53:10,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:53:40,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:53:55,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:54:00,Low (0 - 33 %),,,,
Passenger,Stop,1st Lane,,16:54:35,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,16:54:36,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:54:50,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:55:50,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:56:00,Low (0 - 33 %),,,,
Passenger,Stop,1st Lane,,16:57:10,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,16:57:15,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:57:19,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:57:40,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:57:50,Low (0 - 33 %),,,,
Stoplight,Stop,1st Lane,,16:59:20,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:01,Low (0 - 33 %),,,,
Passenger,1 Lane Right,2nd Lane,,17:02,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,17:02,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,17:02,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,17:02,Low (0 - 33 %),,,,
Vehicle,Wait,2nd Lane,,17:02,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,17:03:50,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:04,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:04:05,Moderate (34 - 80 %),,,,resume trip
Vehicle,1 Lane Right,2nd Lane,,17:04:10,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:04:11,Moderate (34 - 80 %),,,,
Stoplight,Stop,2nd Lane,,17:09:43,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:11:50,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,17:12,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Wait,2nd Lane,,17:12:46,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,17:12:50,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,17:13,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,17:13:05,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Stop,2nd Lane,,17:13:34,Low (0 - 33 %),,,,car blocking
Passenger,Load,2nd Lane,,17:13:40,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,17:14:40,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:15:15,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:17:26,Moderate (34 - 80 %),,,,
Passenger,1 Lane Right,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,17:17:41,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:18,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:19,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:21:50,Moderate (34 - 80 %),,,,Road construction
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,17:22,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:31,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,17:31:50,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:32:30,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:33,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:33:20,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,17:34,Moderate (34 - 80 %),,,,traffic jam
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,17:35,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,,Moderate (34 - 80 %),,,,traffic jam
Passenger,Unload,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:37:23,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:39,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Right,3rd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Wait,4th Lane,,17:39:40,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,3rd Lane,,17:39:43,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,3rd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,3rd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,3rd Lane,,17:41,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,3rd Lane,,17:42,Moderate (34 - 80 %),,,,
Passenger,Wait,3rd Lane,,17:43,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,4th Lane,,17:43:38,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Left,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,car in front changed lane
Passenger,Unload,2nd Lane,,17:43:59,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,17:44:20,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,traffic jam
Vehicle,Go,2nd Lane,,17:47,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:48,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,,Moderate (34 - 80 %),,,,traffic jam
Vehicle,Go,1st Lane,,17:53,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,17:54,Moderate (34 - 80 %),,,,
Stoplight,Stop,2nd Lane,,17:54:30,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:55,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,2nd Lane,,17:55:55,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:56:10,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,end of jeepney line (quiapo)
Passenger,Unload,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Wait,2nd Lane,,17:59,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,18:01,Moderate (34 - 80 %),,,,
Passenger,Wait,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,18:02,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,,Full (81 - 100%),,,,car cuts in front
Vehicle,Go,2nd Lane,,,Full (81 - 100%),,,,
Passenger,Stop,2nd Lane,,,Full (81 - 100%),,,,
Passenger,Load,2nd Lane,,18:04,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,18:06:50,Full (81 - 100%),,,,traffic jam
Vehicle,Go,2nd Lane,,,Full (81 - 100%),,,,
Vehicle,Stop,2nd Lane,,18:10,Full (81 - 100%),,,,traffic jam
Vehicle,Go,2nd Lane,,18:11,Full (81 - 100%),,,,
Stoplight,Stop,2nd Lane,,18:12,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,18:12:50,Full (81 - 100%),,,,
Passenger,Stop,2nd Lane,,,Full (81 - 100%),,,,
Passenger,Load,2nd Lane,,18:12,Full (81 - 100%),,,,
Vehicle,Go,2nd Lane,,18:13,Full (81 - 100%),,,,
Vehicle,1 Lane Left,1st Lane,,18:13,Full (81 - 100%),,,,
Vehicle,1 Lane Right,2nd Lane,,,Full (81 - 100%),,,,
Vehicle,1 Lane Left,1st Lane,,,Full (81 - 100%),,,,
Stoplight,Stop,1st Lane,,,Full (81 - 100%),,,,
Vehicle,Go,1st Lane,,18:14,Full (81 - 100%),,,,
Vehicle,1 Lane Right,3rd Lane,,18:14:50,Full (81 - 100%),,,,
Vehicle,1 Lane Right,4th Lane,,,Full (81 - 100%),,,,
Vehicle,Stop,4th Lane,,,Full (81 - 100%),,,,
Passenger,Unload,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,4th Lane,,18:16,Moderate (34 - 80 %),,,,
Passenger,Load,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,4th Lane,,,Moderate (34 - 80 %),,,,car jam
Vehicle,2 Lane Left,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,18:21,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,18:22,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,18:23:25,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Right,3rd Lane,,18:25,Moderate (34 - 80 %),,,,
Vehicle,Stop,3rd Lane,,,Moderate (34 - 80 %),,,,car jam
Vehicle,Go,3rd Lane,,18:26,Moderate (34 - 80 %),,,,
Passenger,Stop,3rd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,3rd Lane,,18:28,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,3rd Lane,,18:29,Moderate (34 - 80 %),,,,
Vehicle,Stop,3rd Lane,,18:30,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Right,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,18:32,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,18:33,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,18:34,Moderate (34 - 80 %),,,,car jam
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,18:41,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,18:44,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,18:49,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,18:50,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,18:53,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,18:56,Low (0 - 33 %),,,,end of line J posadas
Vehicle,Go,1st Lane,,16:53:03,Low (0 - 33 %),,,,start of trip
Vehicle,Stop,1st Lane,,,Low (0 - 33 %),,,,car in front stopped
Passenger,Stop,1st Lane,,,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,16:56:54,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:56:25,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:56:55,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,16:57:50,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,,
Passenger,Wait,1st Lane,,16:58:20,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,16:58:25,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,16:59:50,Low (0 - 33 %),,,,car stopped
Vehicle,Go,1st Lane,,17:00:25,Low (0 - 33 %),,,,
Passenger,Stop,1st Lane,,17:02:57,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,17:04:45,Low (0 - 33 %),,,,
Passenger,Wait,2nd Lane,,17:04:52,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:05:09,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:05:57,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,17:06:00,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:07:00,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:07:25,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:09:10,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:09:30,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:11:43,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,17:12:00,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:12:08,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,17:13:18,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:13:46,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,17:14:25,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:15:11,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,17:15:16,Moderate (34 - 80 %),,,,
Passenger,Load,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:15:22,Moderate (34 - 80 %),,,,
Stoplight,Stop,1st Lane,,17:15:40,Moderate (34 - 80 %),,,,car jam
Vehicle,Go,2nd Lane,,17:17:24,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,17:18:57,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,17:20:36,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:20:53,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:21:08,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:23:26,Moderate (34 - 80 %),,,,
Passenger,Stop,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,1st Lane,,17:23:49,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,17:24:32,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,,Moderate (34 - 80 %),,,,
Passenger,1 Lane Right,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,17:25:20,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,2nd Lane,,17:25:39,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:26:53,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:27:05,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,,Moderate (34 - 80 %),,,,car jam
Passenger,Unload,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Go,1st Lane,,17:28:07,Moderate (34 - 80 %),,,,
Vehicle,Stop,1st Lane,,17:28:40,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:30:08,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,3rd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Wait,3rd Lane,,17:30:51,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,17:30:53,Moderate (34 - 80 %),,,,
Vehicle,Stop,3rd Lane,,17:31:25,Moderate (34 - 80 %),,,,
Vehicle,Go,3rd Lane,,17:31:40,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,4th Lane,,17:32:20,Moderate (34 - 80 %),,,,
Vehicle,Stop,4th Lane,,17:33:59,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,17:34:43,Moderate (34 - 80 %),,,,
Vehicle,Stop,4th Lane,,17:35:11,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,17:35:25,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Left,2nd Lane,,17:35:26,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:37:00,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,17:37:47,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:39:39,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:40:40,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:40:20,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:41:35,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:42:11,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:44:35,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:45:44,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:46:10,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,17:46:45,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,17:46:50,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,17:47:23,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,17:48:26,Moderate (34 - 80 %),,,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,,
Passenger,Unload,2nd Lane,,17:50:48,Low (0 - 33 %),,,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,,
Vehicle,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,17:51:32,Low (0 - 33 %),,,,end of line
Vehicle,Wait,1st Lane,,17:52:18,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:52:52,Low (0 - 33 %),,,,
Vehicle,Wait,1st Lane,,17:54:01,Low (0 - 33 %),,,,
Passenger,Load,1st Lane,,17:54:03,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:54:13,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,17:56:33,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:56:48,Low (0 - 33 %),,,,
Stoplight,Stop,1st Lane,,17:57:06,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:58:22,Low (0 - 33 %),,,,
Vehicle,Stop,1st Lane,,17:58:46,Low (0 - 33 %),,,,
Vehicle,Go,1st Lane,,17:59:12,Low (0 - 33 %),,,,
Passenger,1 Lane Right,2nd Lane,,17:59:55,Low (0 - 33 %),,,,
Passenger,Stop,2nd Lane,,,Low (0 - 33 %),,,,
Passenger,Unload,2nd Lane,,18:00:07,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,18:00:12,Low (0 - 33 %),,,,
Passenger,Wait,2nd Lane,,18:00:30,Low (0 - 33 %),,,,
Passenger,Load,2nd Lane,,18:00:53,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,1st Lane,,,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Right,2nd Lane,,18:01:12,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,18:02:41,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,18:02:45,Moderate (34 - 80 %),,,,
Stoplight,Stop,2nd Lane,,18:03:06,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,18:03:33,Moderate (34 - 80 %),,,,
Vehicle,Stop,2nd Lane,,18:04:33,Moderate (34 - 80 %),,,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,,
Vehicle,2 Lane Right,4th Lane,,18:05:23,Moderate (34 - 80 %),,,,
Passenger,Stop,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,4th Lane,,18:05:30,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,,Moderate (34 - 80 %),,,,
Vehicle,Stop,4th Lane,,18:06:45,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,18:07:07,Moderate (34 - 80 %),,,,
Passenger,Wait,4th Lane,,,Moderate (34 - 80 %),,,,
Passenger,Load,4th Lane,,18:07:54,Moderate (34 - 80 %),,,,
Vehicle,Go,4th Lane,,18:08:03,Moderate (34 - 80 %),,,,
Vehicle,1 Lane Left,3rd Lane,,18:08:37,Moderate (34 - 80 %),,,,
Vehicle,Stop,3rd Lane,,18:10:20,Moderate (34 - 80 %),,,,car jam
Vehicle,Go,1st Lane,,18:10:38,Moderate (34 - 80 %),,,,
